Region,flow,type,area,material,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
20,inflow,detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
21,inflow,detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
22,inflow,detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
23,inflow,detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
24,inflow,detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
25,inflow,detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
26,inflow,detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
1,inflow,detached,rural,concrete,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01
2,inflow,detached,rural,concrete,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01,1.21E-01
3,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
4,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
5,inflow,detached,rural,concrete,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02,8.03E-02
6,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
7,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
8,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
9,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
10,inflow,detached,rural,concrete,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01,1.15E-01
11,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
12,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
13,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
14,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
15,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
16,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
17,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
18,inflow,detached,rural,concrete,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01,1.60E-01
19,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
20,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
21,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
22,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
23,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
24,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
25,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
26,inflow,detached,rural,concrete,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01,1.23E-01
1,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
2,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
3,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
4,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
5,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
6,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
7,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
8,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
9,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
10,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
11,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
12,inflow,detached,rural,wood,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.89E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01,1.90E-01
